area,name,category,address,phone,email,website,sns,description,cuisine_type,business_hours,price_rank,coupon_available,keywords
関内,関内よいまち,restaurant,横浜市中区常盤町２丁目１５ 三洋ビル 201,045-306-7390,,,,落ち着いた和食専門12席お酒も豊富,japanese,11:30-14:00/16:00-23:00  日休,3,,"restaurant,japanese cuisine,alcohol"
関内,エールアンジュ,restaurant,横浜市中区常盤町３丁目24−２ 関内オーブビル 1~3階,045-228-9722,,https://aile-de-ange.com,,イタリアンカジュアル・おしゃれなカフェバー,italian,11:30-14:30/17:00-23:00  日祝休,2,,"restaurant,casual itaiian"
関内,太田なわのれん,restaurant,神奈川県横浜市中区末吉町1-15,045-261-0636,, https://www.ohtanawanoren.jp/,,横浜のれん会（老舗の伝統に味を守れる会）牛鍋・すき焼き,meat,平：17:00-21:00  土日祝：12:00-15:00/17:00-21:00月休1.3.5日休,3,,"restaurant,classic japanese cuisine,beef hotpot,sukiyaki"
関内,天吉,restaurant,神奈川県横浜市中区港町2-9,050-5493-6536,,天吉,移転予定,横浜のれん会（老舗の伝統に味を守れる会）天ぷら・割烹和食,tenpura,11:30-15:00/17:00-21:00　月休,2,,"restaurant,classic japanese cuisine,tenpura"
関内,焼肉ホルモン ふたご 関内店,restaurant,横浜市中区真砂町3-33 セルテ1F,045-264-4080,,https://yakiniku-futago.com/,,小規模ながら本格焼肉ホルモン、活気ある雰囲気,yakiniku,平：17:00-00:00  土：15:00-00:00 日:15:00-23:30,2,,"restaurant,casual yakiniku restarunt,grilled offal"
関内,ビストロドゥシェル,restaurant,中区太田町１丁目１７−２ 川島ビル １階,045-305-6905,,https://deux-ciel.yokohama,,地産地消の食材をリーズナブルに提供,italian,11:30-14:30/17:30-21:00　日休,3,,"restaurant,casual itaiian"
関内,センターグリル,restaurant,神奈川県横浜市中区花咲町1-9,045-241-7327,,https://www.center-grill.com,,横浜のれん会（老舗の伝統に味を守れる会）移転,western,11:00-20:00　月休,2,,"restaurant,classic western"
関内,モアチェ・モアチェ,restaurant,横浜市中区常盤町６丁目７５ 横浜常盤ビル 1階,070-5457-4568,,,https://www.instagram.com/bistro_moitie_moitie,リーズナブルで種類豊富なフレンチ,french,11:30-15:30/17:30-23:00　木休,2,,"restaurant,casual french"
関内,ラ・テンダロッサ,restaurant,横浜市中区太田町６丁目７５ 関内北原不動産 1F,045-663-0133,,,https://www.instagram.com/tendarossa045,カジュアルなイタリアン・ワイン,italian,平土：11:30-15:00/17:30-22:00  日祝:11:30-15:00/17:30-21:30  月火休,3,,"restaurant,casual itaiian"
関内,利休庵,restaurant,神奈川県横浜市中区真砂町２−１７,０４５−６４１−３０３５,,https://osoba-n.com,移転予定,横浜のれん会（老舗の伝統に味を守れる会）米国風洋食,western,11:00-21:30　日休,2,,"restaurant,classic western food,grill"
関内,炭火焼肉 牛角 関内店,restaurant,横浜市中区尾上町3-35 横浜第一有楽ビル2F,045-650-2929,,https://www.gyukaku.ne.jp/,,全国展開の焼肉チェーン、外国人にも人気,grill,平：16:00-23:00  土日祝11:30-23:00　 年中無休,2,,"restaurant,casual grilled meat"
関内,libertemps,restaurant,横浜市中区北仲通２丁目２０ KCK馬車道 1F,045-263-8535,,https://libertemps2023.com,,フランス料理や日本料理という枠組みを超えた自由な発想を取り入れた料理をお楽しみいただけます。,grill,月金土：18:00-22:00  火水木祝:12:00-15:00/18:00-22:00   日休,3,,
馬車道,Vee Sweets CAFE YOKOHAMA,restaurant,横浜市中区海岸通5-25-3アパホテル＆リゾーツタワー１F,050-8888-0779,,https://www.vee-sweets.com,,アパホテル＆リゾート横浜ベイタワー内 カフェ軽食,cafe,7:00～17:00,1,,hotel in cafe
馬車道,ビストロ カンパリ,restaurant,横浜市中区相生町2-38 佐藤相生ビル1階,045-228-9384,,https://www.bistro-campari.com,,フランス郷土料理自然派ワインが楽しめるカジュアルフレンチのお店,french,平11:30～14:00/17:30～22:30　　　　　　　　　　　　　　　　　　　　　/休土日17:00～23:00,2,,"restaurant,casual french"
馬車道,レストラン アクアオリビン,restaurant,横浜市中区海岸通１丁目１ 昭和ビル 2F, 045-681-9009,,https://aquaolivine.com,,大桟橋をバックに夜景がきれいなカジュアルフレンチのお店　地中海料理,french,11:30～14:00/17:30～21:00 月休,2,,"restaurant,casual french mediterranean restarunt,very nice night view "
馬車道,グリル・エス,restaurant,横浜市中区相生町5-89,045-681-2581,,,,昭和風情漂う老舗洋食屋、ビーフシチューオムライスが名物,western,平11:30～13:45/17:00～21:30　　　　　　　　　　　　　　　　　　　　　/土祝11:3013:45/17:00～20:45　日月休,2,,"restaurant,classic western food,grill,beef stew,omelette rice"
馬車道,Charcoal Grill green 馬車道,restaurant,横浜市中区弁天通6-79,045.263.8976,,http://www.greenyokohama.com/bashamichi,,炭火焼とワインのカジュアルダイニング、外国人にも人気,grill,平11:30～14:15/17:00～22:30　　　　　　　　　　　　　　　　　　　　　/土日祝11:30～15:00/17:00～22:30,2,,"restaurant,casual western grill"
馬車道,ラ フィーリア デル プレジデンテ,restaurant,横浜市中区常盤町5-59,045-228-8846,, http://la-figlia-del-presidente.jp, https://www.instagram.com/0804presidente,コスパ最高のピッツアイタリアン,italian,平11:30～15:00/17:00～22:00　　　　　　　　　　　　　　　　　　　　　/土日祝11:30～22:00,2,,"restaurant,casual itaiian,pizza"
馬車道,天七 馬車道店,restaurant,横浜市中区常盤町5-57 竹内ビル 1F,045-681-3376,,https://www.tenshichi.com,,江戸前天ぷらの人気店、ランチも好評,tenpura,11:00～15:00/17:00～22:30 休年始,2,,"restaurant,japanese cuisine,tenpura"
馬車道,バニラビーンズ みなとみらい本店,restaurant,横浜市中区海岸通5-25-2 シャレール海岸通 1F,050-5595-0317,, http://www.vanillabeans.yokohama, https://www.instagram.com/vanillabeans_official/,チョコレート、カフェ、ジェラート・アイスクリーム,gelato,11:00～19:00　休水,1,,"restaurant,cafe,gelato,ice cream"
馬車道,丸祇羅（マルマサラ）,restaurant,横浜市中区福富町仲通4-2 一和ビル 3F,,,, https://www.instagram.com/marumasala/,野菜料理にこだわるカレー屋さん,indian,11:30～15:00　休年末年始,2,,"restaurant,indian curry,vegetable curry"
馬車道,登良屋,restaurant,横浜市中区吉田町2-3,045-251-2271,,,,天ぷら・海鮮・日本料理,japanese,11:00～20:00　休日月年末年始,2,,"restaurant,casual japanese cuisine,tenpura,japanese seafood"
馬車道,TSUBAKI食堂,restaurant,横浜市中区本町6-50-10 横浜市市庁舎 2F,050-5890-6438,,,,横浜の新鮮な食材をふんだんに使ったお料理とお酒。お野菜,japanese,11:00～15:00/17:00～22:00,2,,"restaurant,casual japanese cuisine,alcohol"
馬車道,大徳壽 関内本店,restaurant,横浜市中区羽衣町2-5-15 平楽ビル　１Ｆ,050-5589-9433,,,,自慢の肉質、こだわりの韓国焼肉をモダンラグジュアリーな雰囲気でお楽しみください。,korean,平17:00～23:00/休土日11:00～23:00,2,,"restaurant,casual korean barbecue cuisine,alcohol"
馬車道,なるとキッチン 関内店,restaurant,横浜市中区羽衣町2-5-13 カントー3ビル 2F,050-5593-8869,, https://www.naruto-kitchen.com,,北海道小樽名物の「若鶏半身揚げ」地元「小樽」で愛される伝統の味,japanese,11:30～15:00/17:00～23:00　月休,1,,"restaurant,casual japanese cuisine,deep fried chicken haif"
馬車道,関内バル 333,restaurant,横浜市中区常盤町3-27-3 2F,050-5593-4347,,,,めちゃくちゃリーズナブルなランチやフレンチトーストが名物料理,french,平17:00～23:00/　　　　土11:00～14:30/17:00～20:00　日休,1,,"restaurant,casual french"
馬車道,鮨と酒　魚伸,restaurant,横浜市中区常盤町4-42-3 KGR×BLD常磐町 4F,050-5590-7038,,https://www.sushiyauoshin.com, https://www.instagram.com/sushiyauoshin,気のおまかせコースは、たくさんのお料理を少しずつ味わえるよう構成,japanese,11:30～14:00/17:00～22:00 日祝休,3,,"restaurant,casual japanese cuisine,alcohol"
馬車道,勝烈庵 馬車道総本店,restaurant,横浜市中区常盤町5-58-2,045-681-4411,,https://www.katsuretsuan.co.jp,,創業昭和2年、横浜名物とんかつ専門店,pork cutlet,11:00～21:30　休年末年始,2,,"restaurant,casual japanese cuisine,pork cutlet"
馬車道,とんかつ割烹　かつ半,restaurant,横浜市中区長者町6-94,045-261-4588,,https://www.katsuhan.jp,,横浜のれん会（老舗の伝統に味を守れる会）天ぷら・割烹和食,japanese,11:00～20:30　木休,2,,"restaurant,classic japanese cuisine,pork cutlet"
馬車道,Toastar,restaurant,横浜市中区常盤町6-76東邦ビル1F​,045-263-8971,,https://www.toaster-takasho.com,https://www.instagram.com/toaster_takasho/,食パン専門店「髙匠」監修のジャパニーズブレッドカフェ,cafe,平8:00～21:00/8：00～19:00土日祝,1,,"restaurant,cafe,japanese bread"
馬車道,Café LEAFⅡ natural＆organic,restaurant,横浜市中区南仲通３−３７,045-228-9555,,https://www.ruru.co.jp/cafe-leaf/accessmap,,有機食材・無添加にこだわり、Caféに来ていただいたお客様に食を通して健康になっていただきたいと思っています。,cafe,9:00～19:00　水休年末年始,2,,"restaurant,cafe,japanese organic ingredients,no additives"
みなとみらい,bills 横浜赤レンガ倉庫,restaurant,横浜市中区新港1-1 赤レンガ倉庫2号館1F,045-650-1266,,https://billsjapan.com/jp/横浜,https://www.instagram.com/billsjapan/,世界的に有名なブランチカフェ、パンケーキが人気,brunch,平9:00～22:00/　　　土8:00～23:00/日祝8:00～22:00,2,1,"restaurant,famous brunch cafe,pancakes"
みなとみらい,エムエム タイ（MM THAI）,restaurant,横浜市西区みなとみらい4-6-2 みなとみらいグランドセントラルテラス 1Ｆ,050-5869-9317,,https://mmthai.jp/,https://www.instagram.com/mm.thai_,タイ料理ならではのトムヤムクン・グリーンカレーなどのスタンダードから食べやすくアレンジされたオリジナルタイ料理も人気です。,thailand,平11:30～15:00/17:00～22:00　土日祝11:30～16:30/17:00～22:00,2,,"restaurant,casual thai cuisine,tomyamu-kun,green curry"
みなとみらい,クイーン・アリス（横浜ベイホテル東急）,restaurant,横浜市西区みなとみらい2-3-7,045-682-2216,,https://ybht.co.jp/restaurant/qalice.php,,石鍋裕シェフ監修、記念日・会食向け高級フレンチ,french,平土日祝11:30～/13:40～2部制/平17:30～21:00/土日祝17:30～20：30,5,,"restaurant,luxury,french,private room,anniversary,nice night view"
みなとみらい,カフェ トスカ（横浜ベイホテル東急）,restaurant,横浜市西区みなとみらい2-3-7,045-682-2218,,https://ybht.co.jp/restaurant/tosca.php,,ホテルブッフェの人気店、外国人観光客にも対応,french,朝：平土日祝7:00～10:00/昼11:30～15:30/夜17:00～21:00土夜17:00～19:30～2部制,5,,"restaurant,luxury,buffet dining ,anniversary,nice night view"
みなとみらい,アニヴェルセルカフェ みなとみらい横浜,restaurant,横浜市中区新港2-1-4,045-640-5188,,https://cafe.anniversaire.co.jp/minatomirai/,https://www.instagram.com/anniversaire_cafe/,結婚式場併設のフォトジェニックカフェ,western,平11:00～17:0平/土日11:00～21:00　火水休,3,,"nrestaurant,ice view cafe,photogenic"
みなとみらい,バビーズ 横浜,restaurant,横浜市西区みなとみらい2-3-1 クイーンズタワーA 1F,045-263-8139,,https://bubbys.jp/,https://www.instagram.com/bubbys_japan/,ニューヨーク発の本格バーガー＆パイ、外国人にも人気,western,10:00～16:00/16:00～22:00,2,,"restaurant,american new york burger and pai"
みなとみらい,天ぷら　ふく西　禅と匠,restaurant,横浜市西区みなとみらい4－6－2グランドセントラルビル２F,050-5488-2468,,https://www.r.gnavi.co.jp/gd3c200/,,季節を感じることのできる匠の技を堪能できる高級天ぷら料理店,tenpura,11:30～14:00/1700～21:00,3,,"restaurant,luxury japanese cuisine,tenpura"
みなとみらい,レオーネ・マルチアーノ（LEONE MARCIANO）,restaurant,横浜市西区みなとみらい4-6-2 みなとみらいグランドセントラルテラス 1F,045-232-4080,,https://leonemarciano.com,,ミリアロマーニャ州出身のパオロ・マッツィーニによる手作りパスタや新鮮な魚介料理をお楽しみいただけます。,italian,11:30～15:00/17:30～22:00　月休,3,,"restaurant,luxury italian cuisine,nice view"
みなとみらい,万葉倶楽部 お食事処,restaurant,横浜市中区新港2-7-1,0570-07-4126,,https://www.manyo.co.jp/mm21/,,温浴施設併設、観光・リラクゼーション対応,japanese,月火水木11:30～23:00/金土日祝前11:30～01:00,2,,"restaurant,casual  japanese cuisine,hot spring facilities"
みなとみらい,GRAND SUSHI,restaurant,横浜市西区みなとみらい４-5-3 神奈川大学 みなとみらいキャンパス 1F,090-1606-7255,,https://grandsushi.owst.jp,,"神奈川大学１F/鮨ランチ2,000円ディナー10,000円～",sushi,11:00～14:00/17:00～21:00　　　　水日祝休,3,,"restaurant,japanese sushi"
みなとみらい,24/7 restaurant,restaurant,横浜市西区みなとみらい2-3-8　東急スクエア３F,045-222-6522,, https://www.dd-holdings.jp/shops/247/minatomirai#/, https://www.instagram.com/247.restaurant,おしゃれで開放感のあるカフェ空間、ランチ人気、夜景最高,western,11:00～23:00,2,,"restaurant,stylish,open-feeling western,perfect ,couples, beautiful night view"
みなとみらい,横浜グランドインターコンチネンタルホテルなだ万,restaurant,横浜市西区みなとみらい1-1-1　4階,045-223-3343,,https://www.icyokohama-grand.com/restaurant/nadaman,,季節感溢れる日本料理や寿司・鉄板ステーキ,sushi,07:00 - 10:30/                 11:30-15:30/17:00-21:00,4,,"restaurant,sushi_specialty,steak_specialty,luxury,night_view,private_room,anniversary"
みなとみらい,横浜グランドインターコンチネンタルホテルオーシャンテラス,restaurant,横浜市西区みなとみらい1-1-1　1階,045-223-2267,,https://www.icyokohama-grand.com/restaurant/ocean_terrace,,ホテル内ビュッフェダイニング、海を眺める上質空間,french,平:7:00 - 10:00/11:30-15:00/17:00-21:00土日祝月:6:30 - 10:00/11:30-15:00/17:00-21:00,4,,"restaurant,buffet dining_cuisine,luxury,night_view,private_room,anniversary"
みなとみらい,横浜グランドインターコンチネンタルホテルアジュール,restaurant,横浜市西区みなとみらい1-1-1　2階,045-223-2267,,https://www.icyokohama-grand.com/restaurant/azur,,ホテル内本格的高級フランス料理、,french,木:12:00～14:00/金土日祝12:00-14:00/18:00-20:00 　　　月火水休,5,,"restaurant_french_cuisine,luxury,night_view,private_room,anniversary"
みなとみらい,横浜グランドインターコンチネンタルホテル「驊騮(カリュウ)」,restaurant,横浜市西区みなとみらい1-1-1　31階,045-223-2267,,https://www.icyokohama-grand.com/restaurant/karyu,,ホテル内本格的高級中国料理、,chinese,平:11:30-14:30/17:30-20:00               土日祝:11:30-14:30/17:30-20:00,4,,"restaurant,chinese cuisine,luxury,night_view,private_room,anniversary"
みなとみらい,PIER21 MUSIC CAFE & BAR,restaurant,横浜市西区みなとみらい1-1-1　ぷかりさん橋,080-4582-2556,,https://www.icyokohama-grand.com/restaurant/pier21,,レコードバーを”現代的にクロスオーバーさせた海にうかぶミュージックカフェ＆バー”です。,western,火水木日祝:11:30-19:00/　　　金土：11:30-22:00            月休,3,,"restaurant,nice view marine restaurant cafe"
みなとみらい,ピアアリーナMM ダイニング,restaurant,横浜市西区みなとみらい3-2-2,045-211-4162‬,,https://pia-arena-mm.jp/about/gourmet/bluebell,,イベント施設併設の多国籍レストランゾーン,western,月火水木:11:00-20:00/　　　　金土日祝祝前：11:30-22:00,2,,"restaurant,multinational,event facilities"
みなとみらい,京懐石美濃吉ランドマーク店,restaurant,横浜市西区みなとみらい２丁目２−１ ランドマークプラザ4F,045-222-5420,,https://www.minokichi.co.jp/shops,,京都老舗の伝統の京料理高級和食,japanese,平:11:00-14:00/17:00-20:00　　土日祝:11:00-20:00,3,,"restaurant,luxury kyoto japanese cuisine,"
みなとみらい,シズラーランドマーク店,restaurant,横浜市西区みなとみらい2-2-1 ランドマークプラザ1F,045-222-5316,,https://www.sizzler.jp,,グリルチェーン店（ランチ/ディナー),grill,平:10:00-22:00　　土日祝:8:00-22:00,2,,"restaurant,grill_cuisine"
みなとみらい,ベッジェドーロランドマーク店,restaurant,横浜市西区みなとみらい2-3-1 クイーンズタワーA1F-105,045-682-5635,,https://www.giraud.co.jp,,イタリアン料理チェーン店コスパ良し（ジローチェーン）,italian,11:00～22:00,2,,"casual itaiian,good cost performance"
みなとみらい,横浜ハンマーヘッド 蕎麦薫,restaurant,横浜市中区新港2-14-1　２F,045-900-5359,,https://www.hammerhead.co.jp/shoprestaurant/detail,,「日本の辛味」。柚子胡椒、山椒、辛子など、日本各地からこだわりの辛味スパイスを集め、料理のアクセントそば・天ぷら,spanish,11:00～22:00,3,1,"restaurant, japanese cuisine,soba noodles"
みなとみらい,横浜ハンマーヘッドスパニッシュ,restaurant,横浜市中区新港2-14-1　２F,045-900-5352,delmar@huge.co.jp,https://www.huge.co.jp/service/restaurant/spanish,,魚介の旨味が凝縮された“パエージャ”や“カルドソ”もおすすめ。シンプルなスペイン料理。,spanish,11:00～22:00,3,,"restaurant,spanish cuisine,paella,sea foods,very nice view"
みなとみらい,横浜ハンマーヘッドCOLONIAL BEACH,restaurant,横浜市中区新港2-14-1　２F,045-900-0302,,https://www.hammerhead.co.jp/shoprestaurant/detail/,,伊勢海老牡蠣鯛など厳選した魚介を豪快に盛り込んだ自慢の「シーフードプラッター」,italian,11:00～22:00,3,,"restaurant,luxury sea foods restaurant,very nice view"
みなとみらい,メレンゲ みなとみらい店,restaurant,横浜市西区みなとみらい4-4-1 横浜野村ビル1F,045-227-2171,,https://www.merengue-hawaii.jp,,ハワイアンパンケーキとロコモコが人気、南国気分のカフェ,hawaiian,８:00～21:30,2,,"restaurant,special hawaiian cuisine cafe,loco moco,pancakes"
みなとみらい,マリンアンドウォーク/Pie Holic,restaurant,横浜市中区新港1-3-1, 045-227-6777,,https://marineandwalk.jp/shop-list/pie-holic,,アメリカンカリフォルニアスタイルパイの専門店,western,平:11:00-16:30/17:00-22:00　　　　　祝:11:00-16:00/17:00-22:00,2,,"restaurant,american new york burger and pai"
みなとみらい,マリンアンドウォーク/ミゲルファニ,restaurant,横浜市中区新港1-3-1 MARINE & WALK YOKOHAMA B棟２F,045-226-4008,,https://www.zato.co.jp/restaurant/migueljuani,,パエリア世界チャンピオンプロデューススペイン料理,spanish,平:11:00-16:00/17:00-22:00　　　　　土日祝:11:00-22:00,2,,"restaurant, luxury cuisine,paella,sea foods,very nice view"
みなとみらい,マリンアンドウォーク/A16,restaurant,横浜市中区新港1-3-1,045-323-9610,,https://marineandwalk.jp/shop-list/a16,,ワインとピッツアがおすすめのカリフォルニアイタリアン,italian,11:00～22:00,2,,"restaurant,special california itrian foods restaurant,nice view"
みなとみらい,マリンアンドウォーク/グッドスプーン,restaurant,横浜市中区新港1-3-1 MARINE & WALK YOKOHAMA内,045-263-8139,,https://goodspoonyokohama.owst.jp,,チーズ工房併設、ブッフェスタイル、観光人気,italian,11:00～22:00,3,,"restaurant,cheese factory with buffet dining italian"
みなとみらい,ウェスティンホテル/パシフィックテーブル,restaurant,横浜市西区みなとみらい4-2-8 ウェスティンホテル横浜 3F,045₋577‐0888,,https://www.pacifictable.westinyokohama.com,,ウエスティンホテル3Fビュッフェスタイルレストラン,italian,平:6:30-10:00/11:30-14:00/17:30-20:30土日祝:7:00-10:00/11:30-13:00・13:30-15:002部制/17:30-20:30,3,,"restaurant, luxury buffet dining"
みなとみらい,ウェスティンホテル/Iron Bay,restaurant,横浜市西区みなとみらい4-2-8 ウェスティンホテル横浜 ,045-577-0870, restaurants.yokohama@westin.com,https://ironbay.westinyokohama.com,,ウエスティンホテル3F高級グリル・ステーキ・肉中心,grill,12：00-15:00/17:30-22:00,4,,"restaurant,luxury grill,steak,hamburger steak"
みなとみらい,焼肉・韓国料理 KollaBo 横浜,restaurant,横浜市西区みなとみらい3-5-1 MARK IS みなとみらい4F,045-264-9493,,https://shop.kollabo.co.jp/minatomirai,,韓国料理・焼肉/コース料理ありコスパ最高！,yakiniku,平:11:00-15:30/15:30-22:00　　土日祝:11:00-16:00/16:00-22:00,3,,"restaurant,casual  korean barbecue cuisine"
みなとみらい,リストランテ ウミリア,restaurant,横浜市西区みなとみらい４丁目６−２ グランドセントラルタワ 2F, 045-232-4919,,https://umiria.net,,横浜港の絶景と本格イタリアン、接待・記念日向き,italian,平:11:30-15:30/18:00-22:00　　土日祝:11:00-15:30/17:30-22:30,3,1,"restaurant,italian_cuisine,luxury,night_view,private_room,anniversary"
みなとみらい,RESTAURANT DANZERO,restaurant,横浜市西区みなとみらい1-1-1パシフィコ横浜 展示ホール2階 Soto（外）海側, 045-633-3563,,https://danzero.net,,ダンゼロは創作料理、クラシック料理にとらわれず自由な高級フランス料理を提供します,french,平:11:30-15:30/17:30-21:30　　土日祝:11:00-21:30    　     水休,3,,"restaurant,luxury furech cuisine,nice view"
みなとみらい,美食米門 横浜,restaurant,横浜市中区新港2-2-1 横浜ワールドポーターズ 5F,050-5890-1616,,https://www.dd-holdings.jp/shops/maimon/yokohama, https://www.instagram.com/bishoku.maimon.yokohama/,みなとみらいの夜景を見ながら美食を楽しむ和食レストラン,japanese,平:11:00-14:30/17:00-23:00　　土日祝:11:00-15:30/17:00-23:00,3,,"restaurant,luxury japanese,cuisine,very nice knight view"
みなとみらい,焼肉 GRANDELA（グランデラ）,restaurant,横浜市西区みなとみらい5-1-1 横浜グランゲート 1F,045-228-9042,,, https://www.instagram.com/grandela_yokohamagrangate,プロジェクションマッピングと特急レーンの創作焼肉店,yakiniku,平:11:00-14:30/17:00-23:00　　　土日祝:11:00-15:30/17:00-23:00,3,,"restaurant,creative yakiniku dishes,purojekushonmappingu"
みなとみらい,横濱こてがえし,restaurant,横浜市西区みなとみらい3-5-1 MARK IS みなとみらい 4F,050-5571-2754,,https://www.towafood-net.co.jp/shop/pasutakan,,オリジナルソースと最高品質の小麦粉を使用したふわふわもっちりなお好み焼きは、味に自信あり！,japanese,11：00-15:00/17:00-23:00,2,,"restaurant,japanese cuisine,okonomiyaki"
みなとみらい,福琳酒家（フクリンシュカ）,restaurant,横浜市西区みなとみらい3-3-1 三菱重工横浜ビル 205,050-5592-6674,, https://fukurin.owst.jp/,,名物『赤・白・黒』3種の特製麻婆豆腐◎8名～利用可能な個室あり,chinese,平:11:00-15:00/17:00-23:00　土日祝:11:00-15:00/17:00-22:00,3,,"restaurant,premium chinese shichuan cuisine"
みなとみらい,RISTORANTE E’VOLTA -Unico Polo-,restaurant,横浜市西区みなとみらい３丁目３−３ 20F 三井ガーデンホテル横浜みなとみらいプレミア, 045-306-6731,,https://www.evolta.tokyo/location-yokohama_minatomirai.html,,ミシュラン掲載シェフによる現代イタリアン、記念日・接待に最適,italian,7:00-10:30/12:00-15:30/17:30-22:00,4,,"restaurant,latest italian_cuisine,luxury,night_view,private_room,anniversary"
みなとみらい,ブルーボトルコーヒー みなとみらいカフェ,restaurant,横浜市西区みなとみらい 3-5-1MarkIsみなとみらいGL階,,,https://store.bluebottlecoffee.jp/pages/minatomirai,,ブルーボトルコーヒーではグリーンビーンバイヤー（生豆のバイヤー）が季節ごとに旬のコーヒーを吟味し、最もおいしいとされるコーヒー豆を世界中から買い付けています。,cafe,8:00～20:00,1,,"restaurant,bluebottle cafe"
桜木町,野毛焼肉Taro,restaurant,横浜市中区野毛町１-４８-１,050-5462-9025,,https://nogeyakiniku-taro.foodre.jp/,https://www.instagram.com/nogeyakiniku_taro,世界に誇る黒毛和牛A5ランクの厳選肉をリーズナブルに楽しめる焼肉店,yakiniku,土日祝15:00～23:30平日17:00～火休,2,,"restaurant,casual grill meat cuisine,yakiniku"
桜木町,鉄板焼 にし田,restaurant,横浜市中区桜木町3-13-3 5F,050-5592-0488,,https://ghwz200.gorp.jp,https://www.instagram.com/teppanyaki_nishida,"大人の隠れ家のような落ち着いた店内で""五感に響く鉄板焼き""で幸せなひと時を",j,17:00～22:00　月休,4,,"restaurant,tepanyaki,steak,seafoods"
桜木町,大衆すし酒場めのじ,restaurant,横浜市中区野毛町3-160-4,045-231-2171,,https://www.dynacjapan.com/brands/menoji/shops/noge,,大繁盛の『釣宿酒場マヅメ』の新業態、寿司と天ぷらがウリの大衆酒場,japanese,12:00～２２：００,3,,"restaurant,casual japanese cuisine,sushi,tenpura,alcohol"
桜木町,淡麗拉麺 己巳（つちのとみ） 野毛本店,restaurant,横浜市中区野毛町2-87-1 イニシア横浜桜木町103,045-315-2515,,https://www.tsuchinotomi.com/shop/,,鴨ガラ、鶏ガラ、豚背ガラ、大山鷄の丸鶏、香味野菜を独自の温度調節により旨みが最大限に引き出されています。,ramen,11:00～23:00,1,,"restaurant,chicken soup ramen, pork soup ramen,vegetable soup ramen"
桜木町,RAMEN KAIBUTSU,restaurant,横浜市中区野毛町１丁目30−２ TKビル 1階,,,https://ramendb.supleks.jp/s/164305.html/,,特製オマール海老ラーメン,ramen,11:00〜15:00/18:00〜L.O.21:30水休,1,,"restaurant,lobster ramen"
桜木町,牛カツ京都勝牛 CIAL桜木町,restaurant,横浜市中区桜木町1-1 CIAL桜木町,045-228-9732,,https://gyukatsu-kyotokatsugyu.com/,,京都発祥の牛カツ、揚げたてサクサク　和食,japanese,11:00～22:00,3,,"restaurant,japanese cuisine,beef cutlet"
桜木町,せんざん 横浜横浜東口店,restaurant,横浜市西区高島1-1-2　横浜東口三井ビル店,045-681-1200,,https://www.senzan.co.jp/,,魚料理中心、落ち着いた雰囲気と個室対応　和食,japanese,11:30～20:30,3,,"restaurant,japanese cuisine,sashimi,sushi,tenpura"
桜木町,GARDEN HOUSE MINATOMIRAI,restaurant,神奈川県横浜市中区桜木町1-1-7 コレットマーレ 6F,050-3196-8835,,https://ghghgh.jp/blogs/shoplist,,ノーザンカリフォルニアスタイルの料理と共に旬の食材を用いたパフェやカクテルなどをお楽しみいただけます。,western,11:00～15:00/17:00～22:00,3,,
桜木町,蘭の拾璞,restaurant,横浜市中区桜木町1-1-7 コレットマーレ6F,050-5493-2817,,https://colettemare-yokohama.com/shop/256175/,,リーズなぶるなコスパ良し中華料理,chinese,11:00～22:00,2,,"restaurant,casual chinese cuisine"
桜木町,KITCHEN JO’S CIAL桜木町店,restaurant,横浜市中区桜木町1-1 CIAL1F,050-5494-2121,,https://americanhouse.co.jp/shop/kitchen-jos-cial-sakuragicho,,リーズなぶるなコスパ良し洋食レストラン,western,11:00～23:00,2,,"restaurant,casual western food cuisine "
桜木町,イリエスケープ,restaurant,横浜市中区桜木町1-1-7 コレットマーレ 7F,045-2111－5515,,https://www.iliescapeyokohama.com,,圧巻のロケーションと旬が彩る現代フレンチで感動の記念日を,french,11:30～14:00/17:30～20:00火水不定期休,4,,"restaurant_luxury_french,private,anniversary,nice view"
桜木町,フレンチ ビストロ lemidi 桜木町 みなとみらい（ルミディ）,restaurant,横浜市中区花咲町3-87,050-5589-8921,, https://lemidi-yokohama.com, https://www.instagram.com/lemidi_planet/,本場フランスミシュラン星付レストランのメインを務めたシェフによるフランス料理,french,12:00～14:00/17:00～22:00,4,,"reataurant,luxury_mishuran_french,anniversary"
桜木町,海鮮肉炉端 大夢,restaurant,横浜市中区桜木町1-1-7 コレットマーレ 7F,050-5600-1271,,https://colettemare-yokohama.com/shop/251119/, https://www.instagram.com/robata_time/,焼き場の炉を囲むカウンター席では目の前で炉端焼きを楽しみながら熱々の料理,japanese,11:00～23:00,3,,"restraurant,food cooked,grill,japanese_robatayaki"
桜木町,鉄板焼　ぼんの（テッパンヤキボンノ）,restaurant,横浜市中区花咲町3-87,050-5868-6764,,https://bon-no.com,,野菜、肉、魚は徳島産のものを中心に揃えております。,japanese,11:30～14:00/17:00～23:00火休,3,,"restraurant,iron-plate cooking,grill,japanese_teppanyaki"
